No,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime
31,4.0,6.0,13.0,33.0,700.0,45.0,-2.8,1031.8,-17.2,0.0,NNW,0.9,Shunyi,2013-03-02 06:00:00
33,12.0,12.0,8.0,31.0,500.0,48.0,-1.5,1032.3,-16.5,0.0,N,1.6,Shunyi,2013-03-02 08:00:00
34,12.0,10.0,20.0,54.0,800.0,25.0,-0.4,1032.2,-16.7,0.0,NW,1.7,Shunyi,2013-03-02 09:00:00
35,26.0,35.0,18.0,39.0,700.0,42.0,0.7,1031.8,-17.1,0.0,SW,0.5,Shunyi,2013-03-02 10:00:00
36,18.0,32.0,15.0,26.0,600.0,56.0,1.6,1031.2,-16.8,0.0,SSW,1.6,Shunyi,2013-03-02 11:00:00
37,19.0,22.0,17.0,45.0,600.0,37.0,2.1,1030.1,-16.9,0.0,SW,1.1,Shunyi,2013-03-02 12:00:00
38,12.0,14.0,15.0,60.0,800.0,34.0,2.8,1028.5,-16.3,0.0,NE,1.0,Shunyi,2013-03-02 13:00:00
39,18.0,23.0,21.0,67.0,1000.0,27.0,3.1,1027.7,-16.6,0.0,N,1.2,Shunyi,2013-03-02 14:00:00
40,32.0,34.0,22.0,66.0,1100.0,30.0,3.2,1026.9,-16.0,0.0,NE,0.5,Shunyi,2013-03-02 15:00:00
41,43.0,47.0,24.0,68.0,1100.0,30.0,3.1,1026.4,-15.6,0.0,N,1.8,Shunyi,2013-03-02 16:00:00
42,49.0,55.0,23.0,61.0,1000.0,37.0,2.2,1026.1,-15.4,0.0,ENE,1.4,Shunyi,2013-03-02 17:00:00
43,38.0,51.0,23.0,61.0,1000.0,34.0,1.7,1026.1,-14.9,0.0,ENE,1.5,Shunyi,2013-03-02 18:00:00
44,52.0,54.0,26.0,76.0,1200.0,18.0,1.1,1025.7,-14.6,0.0,ENE,1.3,Shunyi,2013-03-02 19:00:00
45,69.0,82.0,35.0,87.0,1700.0,8.0,0.7,1025.6,-14.5,0.0,NE,1.4,Shunyi,2013-03-02 20:00:00
46,96.0,104.0,53.0,90.0,2000.0,4.0,-0.1,1025.3,-13.8,0.0,ENE,0.8,Shunyi,2013-03-02 21:00:00
47,108.0,123.0,46.0,88.0,2000.0,4.0,-0.2,1024.7,-13.2,0.0,NNE,1.0,Shunyi,2013-03-02 22:00:00
48,130.0,136.0,70.0,88.0,2600.0,4.0,-0.9,1023.9,-14.8,0.0,N,1.6,Shunyi,2013-03-02 23:00:00
49,125.0,153.0,45.0,85.0,2600.0,4.0,-1.2,1022.9,-13.4,0.0,N,1.4,Shunyi,2013-03-03 00:00:00
50,96.0,118.0,40.0,81.0,1899.0,3.0,-2.1,1021.9,-12.2,0.0,WNW,1.0,Shunyi,2013-03-03 01:00:00
51,84.0,92.0,42.0,84.0,2000.0,4.0,-3.8,1020.7,-11.1,0.0,NW,0.2,Shunyi,2013-03-03 02:00:00
52,80.0,90.0,25.0,85.0,2000.0,4.0,-4.6,1019.9,-10.2,0.0,N,0.1,Shunyi,2013-03-03 03:00:00
53,81.0,92.0,11.0,82.0,3000.0,5.0,-3.8,1019.5,-10.9,0.0,N,1.1,Shunyi,2013-03-03 04:00:00
54,120.0,106.0,10.0,76.0,3000.0,4.0,-5.3,1019.0,-9.9,0.0,NNE,1.1,Shunyi,2013-03-03 05:00:00
55,88.0,108.0,10.0,73.0,2500.0,3.0,-4.1,1018.7,-11.4,0.0,NW,0.8,Shunyi,2013-03-03 06:00:00
56,92.0,97.0,8.0,67.0,3500.0,3.0,-2.6,1019.4,-11.9,0.0,NNW,1.4,Shunyi,2013-03-03 07:00:00
57,113.0,122.0,23.0,65.0,2700.0,3.0,-0.1,1018.6,-12.7,0.0,N,2.1,Shunyi,2013-03-03 08:00:00
58,99.0,114.0,67.0,62.0,2200.0,6.0,2.4,1018.4,-13.0,0.0,N,1.0,Shunyi,2013-03-03 09:00:00
59,88.0,95.0,66.0,61.0,1800.0,15.0,4.8,1017.5,-12.7,0.0,WNW,0.9,Shunyi,2013-03-03 10:00:00
60,85.0,92.0,61.0,65.0,1700.0,26.0,9.3,1016.2,-12.6,0.0,S,1.4,Shunyi,2013-03-03 11:00:00
61,95.0,106.0,60.0,73.0,1700.0,28.0,11.8,1014.9,-13.3,0.0,S,2.2,Shunyi,2013-03-03 12:00:00
62,109.0,123.0,58.0,84.0,1600.0,25.0,14.5,1013.6,-12.7,0.0,W,4.7,Shunyi,2013-03-03 13:00:00
63,99.0,114.0,48.0,78.0,1399.0,33.0,15.9,1013.0,-12.5,0.0,W,3.4,Shunyi,2013-03-03 14:00:00
64,70.0,107.0,28.0,64.0,1100.0,44.0,15.6,1013.0,-12.8,0.0,N,3.1,Shunyi,2013-03-03 15:00:00
65,45.0,96.0,23.0,42.0,900.0,64.0,14.9,1013.0,-12.4,0.0,NE,1.6,Shunyi,2013-03-03 16:00:00
66,41.0,73.0,15.0,34.0,800.0,72.0,13.0,1013.4,-13.1,0.0,N,1.1,Shunyi,2013-03-03 17:00:00
67,42.0,67.0,10.0,36.0,700.0,70.0,8.4,1014.4,-11.0,0.0,N,0.0,Shunyi,2013-03-03 18:00:00
68,39.0,66.0,11.0,49.0,700.0,47.0,5.3,1015.5,-9.7,0.0,NW,0.9,Shunyi,2013-03-03 19:00:00
69,26.0,67.0,25.0,63.0,800.0,27.0,10.4,1015.7,-12.3,0.0,NNW,2.4,Shunyi,2013-03-03 20:00:00
70,34.0,64.0,20.0,60.0,1300.0,27.0,7.4,1016.0,-8.3,0.0,NW,1.5,Shunyi,2013-03-03 21:00:00
71,47.0,68.0,16.0,44.0,1100.0,44.0,5.9,1016.5,-11.3,0.0,N,1.4,Shunyi,2013-03-03 22:00:00
72,38.0,55.0,19.0,54.0,1000.0,28.0,8.7,1017.2,-11.3,0.0,NW,4.2,Shunyi,2013-03-03 23:00:00
73,32.0,55.0,35.0,55.0,1200.0,29.0,8.9,1018.3,-11.2,0.0,NW,4.5,Shunyi,2013-03-04 00:00:00
74,39.0,54.0,18.0,32.0,1000.0,48.0,7.8,1019.2,-11.0,0.0,NW,2.6,Shunyi,2013-03-04 01:00:00
75,30.0,50.0,9.0,15.0,700.0,68.0,5.7,1019.3,-11.4,0.0,N,1.5,Shunyi,2013-03-04 02:00:00
76,16.0,26.0,13.0,13.0,500.0,71.0,3.0,1019.8,-12.1,0.0,WNW,1.1,Shunyi,2013-03-04 03:00:00
77,3.0,8.0,12.0,16.0,500.0,69.0,4.9,1020.1,-12.6,0.0,S,2.1,Shunyi,2013-03-04 04:00:00
78,3.0,8.0,5.0,11.0,400.0,77.0,2.2,1020.8,-12.1,0.0,SE,1.0,Shunyi,2013-03-04 05:00:00
79,3.0,9.0,6.0,22.0,500.0,60.0,2.6,1021.5,-12.1,0.0,NE,1.4,Shunyi,2013-03-04 06:00:00
80,9.0,14.0,15.0,53.0,800.0,24.0,5.2,1022.6,-11.9,0.0,NNE,1.2,Shunyi,2013-03-04 07:00:00
81,11.0,21.0,15.0,67.0,1399.0,13.0,8.2,1023.2,-12.3,0.0,NE,3.1,Shunyi,2013-03-04 08:00:00
82,15.0,33.0,13.0,32.0,700.0,56.0,9.6,1023.5,-13.6,0.0,NE,1.5,Shunyi,2013-03-04 09:00:00
83,10.0,14.0,6.0,19.0,600.0,72.0,11.1,1023.1,-13.8,0.0,ESE,1.4,Shunyi,2013-03-04 10:00:00
84,3.0,9.0,6.0,17.0,500.0,76.0,12.0,1022.5,-13.1,0.0,E,1.7,Shunyi,2013-03-04 11:00:00
85,3.0,7.0,5.0,15.0,500.0,83.0,13.4,1021.4,-13.6,0.0,W,3.5,Shunyi,2013-03-04 12:00:00
86,5.0,8.0,6.0,18.0,500.0,83.0,14.4,1020.2,-13.7,0.0,NNW,2.9,Shunyi,2013-03-04 13:00:00
87,3.0,9.0,8.0,19.0,500.0,82.0,15.0,1019.1,-14.2,0.0,N,3.5,Shunyi,2013-03-04 14:00:00
88,3.0,6.0,8.0,19.0,500.0,82.0,16.0,1018.5,-14.5,0.0,WSW,3.2,Shunyi,2013-03-04 15:00:00
90,8.0,10.0,10.0,32.0,500.0,69.0,12.8,1018.1,-13.3,0.0,SW,1.8,Shunyi,2013-03-04 17:00:00
91,18.0,28.0,7.0,55.0,700.0,50.0,10.6,1018.7,-13.5,0.0,SSW,1.6,Shunyi,2013-03-04 18:00:00
92,25.0,47.0,8.0,91.0,900.0,25.0,8.9,1019.1,-12.3,0.0,SSE,1.3,Shunyi,2013-03-04 19:00:00
93,37.0,60.0,15.0,103.0,1100.0,10.0,7.5,1019.2,-11.3,0.0,SSE,1.5,Shunyi,2013-03-04 20:00:00
94,52.0,84.0,24.0,104.0,1399.0,4.0,7.0,1019.4,-10.3,0.0,SSE,1.6,Shunyi,2013-03-04 21:00:00
95,63.0,97.0,30.0,107.0,1500.0,4.0,6.6,1019.0,-10.7,0.0,S,1.6,Shunyi,2013-03-04 22:00:00
96,72.0,103.0,32.0,103.0,1600.0,84.0,6.2,1018.3,-10.6,0.0,SSE,1.6,Shunyi,2013-03-04 23:00:00
97,80.0,100.0,32.0,96.0,1500.0,84.0,4.7,1017.9,-9.9,0.0,ESE,1.5,Shunyi,2013-03-05 00:00:00
98,82.0,100.0,28.0,90.0,1800.0,84.0,2.2,1017.4,-9.4,0.0,NE,0.9,Shunyi,2013-03-05 01:00:00
102,108.0,127.0,5.0,75.0,1500.0,84.0,0.3,1016.3,-7.5,0.0,NNE,0.0,Shunyi,2013-03-05 05:00:00
103,104.0,116.0,15.0,72.0,2100.0,84.0,-0.1,1016.3,-8.3,0.0,NE,1.0,Shunyi,2013-03-05 06:00:00
104,100.0,108.0,17.0,68.0,2299.0,84.0,1.7,1016.1,-7.6,0.0,NE,1.0,Shunyi,2013-03-05 07:00:00
105,103.0,111.0,35.0,65.0,2399.0,84.0,5.3,1015.9,-7.9,0.0,SSE,1.3,Shunyi,2013-03-05 08:00:00
106,104.0,123.0,75.0,64.0,2200.0,84.0,7.4,1015.4,-7.9,0.0,SSE,1.5,Shunyi,2013-03-05 09:00:00
107,114.0,136.0,79.0,70.0,2200.0,84.0,8.3,1014.7,-7.1,0.0,NE,1.4,Shunyi,2013-03-05 10:00:00
108,124.0,150.0,77.0,69.0,1899.0,84.0,10.7,1013.6,-6.6,0.0,ENE,1.1,Shunyi,2013-03-05 11:00:00
109,127.0,147.0,76.0,68.0,1800.0,33.0,12.3,1012.3,-7.2,0.0,S,1.4,Shunyi,2013-03-05 12:00:00
110,129.0,149.0,84.0,78.0,1700.0,84.0,12.2,1010.9,-7.3,0.0,ESE,0.6,Shunyi,2013-03-05 13:00:00
111,142.0,154.0,79.0,77.0,1600.0,84.0,13.6,1010.3,-7.8,0.0,E,1.7,Shunyi,2013-03-05 14:00:00
112,85.0,102.0,60.0,86.0,1500.0,84.0,13.7,1009.8,-7.1,0.0,S,1.6,Shunyi,2013-03-05 15:00:00
113,3.0,3.0,71.0,118.0,1600.0,69.0,12.9,1009.7,-6.2,0.0,SE,1.0,Shunyi,2013-03-05 16:00:00
114,3.0,74.0,83.0,112.0,2000.0,61.0,12.0,1010.2,-6.5,0.0,NNE,1.2,Shunyi,2013-03-05 17:00:00
115,3.0,238.0,86.0,128.0,2100.0,61.0,8.9,1010.7,-5.4,0.0,N,0.7,Shunyi,2013-03-05 18:00:00
116,154.0,226.0,84.0,140.0,2200.0,61.0,7.3,1011.1,-5.1,0.0,NNE,1.3,Shunyi,2013-03-05 19:00:00
117,193.0,234.0,87.0,145.0,2399.0,61.0,4.1,1011.4,-4.1,0.0,NNE,1.3,Shunyi,2013-03-05 20:00:00
118,218.0,247.0,101.0,143.0,2799.0,61.0,5.0,1011.3,-5.1,0.0,N,1.5,Shunyi,2013-03-05 21:00:00
119,249.0,261.0,92.0,134.0,2500.0,61.0,5.3,1011.3,-5.7,0.0,N,1.4,Shunyi,2013-03-05 22:00:00
120,233.0,239.0,77.0,114.0,2100.0,61.0,4.1,1011.0,-5.7,0.0,N,1.7,Shunyi,2013-03-05 23:00:00
122,163.0,184.0,77.0,104.0,2200.0,61.0,2.9,1010.9,-5.5,0.0,NNW,1.0,Shunyi,2013-03-06 01:00:00
123,172.0,173.0,66.0,106.0,2399.0,61.0,4.6,1010.4,-6.0,0.0,N,1.2,Shunyi,2013-03-06 02:00:00
124,160.0,175.0,61.0,100.0,2200.0,61.0,4.1,1010.2,-5.9,0.0,N,1.8,Shunyi,2013-03-06 03:00:00
125,146.0,158.0,59.0,94.0,2000.0,61.0,3.7,1009.9,-5.8,0.0,N,2.1,Shunyi,2013-03-06 04:00:00
126,137.0,144.0,67.0,85.0,1700.0,61.0,3.9,1010.4,-5.9,0.0,NNE,1.8,Shunyi,2013-03-06 05:00:00
127,129.0,140.0,73.0,82.0,1800.0,61.0,4.0,1010.9,-5.8,0.0,N,2.0,Shunyi,2013-03-06 06:00:00
128,128.0,136.0,86.0,82.0,1600.0,61.0,4.5,1011.6,-5.9,0.0,NNE,1.9,Shunyi,2013-03-06 07:00:00
129,120.0,132.0,84.0,72.0,1600.0,61.0,5.3,1011.6,-5.7,0.0,N,2.1,Shunyi,2013-03-06 08:00:00
130,136.0,138.0,94.0,80.0,1800.0,61.0,6.4,1011.6,-5.6,0.0,N,2.2,Shunyi,2013-03-06 09:00:00
131,143.0,156.0,97.0,79.0,2100.0,61.0,8.4,1011.4,-5.5,0.0,NNW,1.7,Shunyi,2013-03-06 10:00:00
133,160.0,174.0,103.0,87.0,2700.0,61.0,9.7,1009.3,-5.4,0.0,N,1.7,Shunyi,2013-03-06 12:00:00
134,168.0,186.0,89.0,77.0,1899.0,61.0,10.8,1008.4,-4.9,0.0,NNW,0.9,Shunyi,2013-03-06 13:00:00
135,160.0,173.0,84.0,74.0,1800.0,49.0,12.2,1008.0,-4.9,0.0,WSW,1.2,Shunyi,2013-03-06 14:00:00
136,161.0,176.0,99.0,86.0,1899.0,49.0,13.1,1008.0,-4.6,0.0,NE,1.2,Shunyi,2013-03-06 15:00:00
137,165.0,191.0,113.0,111.0,2200.0,49.0,12.8,1007.9,-4.8,0.0,NNE,0.2,Shunyi,2013-03-06 16:00:00
138,188.0,218.0,125.0,112.0,2200.0,36.0,10.2,1008.4,-3.5,0.0,SE,0.6,Shunyi,2013-03-06 17:00:00
139,201.0,217.0,113.0,113.0,2600.0,26.0,8.1,1009.2,-3.4,0.0,ESE,0.0,Shunyi,2013-03-06 18:00:00
140,186.0,217.0,102.0,120.0,2399.0,26.0,5.5,1009.9,-3.3,0.0,NNW,0.1,Shunyi,2013-03-06 19:00:00
141,194.0,233.0,86.0,111.0,2899.0,26.0,4.4,1010.3,-3.6,0.0,W,0.8,Shunyi,2013-03-06 20:00:00
142,203.0,241.0,83.0,116.0,2899.0,26.0,3.4,1010.0,-3.0,0.0,W,0.1,Shunyi,2013-03-06 21:00:00
143,217.0,245.0,83.0,118.0,3500.0,26.0,3.7,1010.0,-3.1,0.0,NE,0.5,Shunyi,2013-03-06 22:00:00
144,248.0,277.0,74.0,114.0,4500.0,26.0,2.5,1009.9,-2.6,0.0,NE,0.9,Shunyi,2013-03-06 23:00:00
145,299.0,312.0,76.0,117.0,4500.0,26.0,1.2,1009.8,-3.3,0.0,NE,0.0,Shunyi,2013-03-07 00:00:00
146,312.0,320.0,71.0,113.0,4500.0,26.0,1.7,1009.7,-3.6,0.0,NNE,0.9,Shunyi,2013-03-07 01:00:00
147,275.0,308.0,71.0,105.0,4500.0,26.0,1.1,1009.2,-3.4,0.0,N,0.0,Shunyi,2013-03-07 02:00:00
148,278.0,305.0,55.0,99.0,4400.0,26.0,0.1,1009.0,-3.3,0.0,NNE,1.9,Shunyi,2013-03-07 03:00:00
149,255.0,290.0,43.0,91.0,3500.0,26.0,0.2,1009.2,-3.4,0.0,NE,0.5,Shunyi,2013-03-07 04:00:00
150,192.0,240.0,39.0,91.0,2500.0,26.0,-0.4,1009.3,-3.8,0.0,NNW,0.9,Shunyi,2013-03-07 05:00:00
151,169.0,189.0,42.0,88.0,2500.0,26.0,0.9,1009.1,-3.6,0.0,NNE,0.7,Shunyi,2013-03-07 06:00:00
152,151.0,176.0,37.0,74.0,2200.0,26.0,3.1,1009.2,-2.6,0.0,NE,1.7,Shunyi,2013-03-07 07:00:00
153,126.0,149.0,44.0,63.0,2200.0,26.0,6.5,1009.4,-2.2,0.0,SSW,1.1,Shunyi,2013-03-07 08:00:00
154,126.0,140.0,98.0,65.0,2100.0,26.0,8.4,1009.0,-2.0,0.0,SE,1.4,Shunyi,2013-03-07 09:00:00
155,157.0,165.0,131.0,104.0,2799.0,26.0,10.5,1008.0,-1.9,0.0,NNE,1.0,Shunyi,2013-03-07 10:00:00
156,220.0,227.0,133.0,129.0,3100.0,26.0,14.4,1006.2,-3.0,0.0,SE,2.4,Shunyi,2013-03-07 11:00:00
157,263.0,264.0,134.0,138.0,3200.0,26.0,15.8,1003.9,-2.7,0.0,SSE,3.0,Shunyi,2013-03-07 12:00:00
158,272.0,280.0,121.0,156.0,3399.0,41.0,17.3,1002.7,-1.9,0.0,S,2.6,Shunyi,2013-03-07 13:00:00
159,330.0,335.0,123.0,154.0,3500.0,67.0,17.7,1001.3,-2.1,0.0,SSW,1.5,Shunyi,2013-03-07 14:00:00
160,366.0,371.0,112.0,121.0,3100.0,85.0,18.1,1000.3,-2.3,0.0,SSW,1.4,Shunyi,2013-03-07 15:00:00
161,259.0,290.0,87.0,110.0,2600.0,91.0,17.4,999.8,-0.8,0.0,ESE,1.1,Shunyi,2013-03-07 16:00:00
162,249.0,262.0,93.0,115.0,3100.0,98.0,15.2,999.4,-0.2,0.0,E,1.2,Shunyi,2013-03-07 17:00:00
163,318.0,328.0,111.0,143.0,4000.0,98.0,13.0,1000.0,0.0,0.0,NNE,1.5,Shunyi,2013-03-07 18:00:00
164,404.0,435.0,107.0,183.0,4900.0,43.0,11.2,1000.0,0.6,0.0,NNE,0.4,Shunyi,2013-03-07 19:00:00
165,484.0,497.0,110.0,154.0,4599.0,98.0,9.2,1000.2,0.4,0.0,WSW,0.4,Shunyi,2013-03-07 20:00:00
166,446.0,486.0,107.0,139.0,4500.0,98.0,6.9,1000.5,0.1,0.0,NW,0.0,Shunyi,2013-03-07 21:00:00
167,425.0,445.0,91.0,159.0,4700.0,98.0,6.4,1000.7,-0.4,0.0,NNW,0.9,Shunyi,2013-03-07 22:00:00
168,416.0,425.0,95.0,172.0,4200.0,98.0,5.2,1000.7,-0.6,0.0,NNE,1.0,Shunyi,2013-03-07 23:00:00
169,344.0,385.0,96.0,168.0,4099.0,98.0,5.3,1000.6,-1.4,0.0,N,1.3,Shunyi,2013-03-08 00:00:00
170,386.0,340.0,98.0,111.0,3700.0,98.0,4.5,1000.7,-1.7,0.0,NW,1.1,Shunyi,2013-03-08 01:00:00
171,326.0,352.0,81.0,86.0,3200.0,98.0,3.7,1000.6,-1.7,0.0,NE,1.6,Shunyi,2013-03-08 02:00:00
172,301.0,312.0,76.0,102.0,3299.0,98.0,4.0,1000.3,-2.2,0.0,NNW,1.6,Shunyi,2013-03-08 03:00:00
173,335.0,278.0,78.0,107.0,3100.0,98.0,3.2,1001.0,-2.8,0.0,SW,0.5,Shunyi,2013-03-08 04:00:00
174,232.0,249.0,61.0,110.0,3100.0,98.0,1.9,1001.6,-2.8,0.0,S,0.5,Shunyi,2013-03-08 05:00:00
175,265.0,222.0,40.0,103.0,3100.0,98.0,2.3,1002.3,-2.4,0.0,W,0.7,Shunyi,2013-03-08 06:00:00
176,263.0,221.0,38.0,96.0,3100.0,98.0,6.8,1002.9,-2.1,0.0,NNE,2.0,Shunyi,2013-03-08 07:00:00
177,216.0,223.0,66.0,88.0,3399.0,98.0,10.0,1003.5,-2.0,0.0,NE,2.0,Shunyi,2013-03-08 08:00:00
178,207.0,226.0,96.0,78.0,2700.0,98.0,14.5,1003.4,-2.0,0.0,SE,1.2,Shunyi,2013-03-08 09:00:00
180,181.0,244.0,87.0,116.0,2600.0,98.0,20.0,1002.6,-3.0,0.0,S,3.1,Shunyi,2013-03-08 11:00:00
181,212.0,197.0,67.0,94.0,2100.0,98.0,17.7,1002.4,1.6,0.0,SE,5.5,Shunyi,2013-03-08 12:00:00
183,558.0,668.0,117.0,149.0,6099.0,98.0,14.4,1001.8,0.6,0.0,SE,6.7,Shunyi,2013-03-08 14:00:00
184,253.0,330.0,99.0,85.0,4099.0,98.0,13.2,1002.1,0.9,0.0,SSE,3.5,Shunyi,2013-03-08 15:00:00
185,170.0,229.0,81.0,64.0,2700.0,98.0,11.7,1002.5,-0.8,0.0,SSE,2.6,Shunyi,2013-03-08 16:00:00
186,139.0,156.0,73.0,51.0,1800.0,90.0,10.5,1002.4,-0.9,0.0,SE,3.1,Shunyi,2013-03-08 17:00:00
187,79.0,92.0,44.0,42.0,1200.0,90.0,9.2,1003.2,-1.3,0.0,SE,1.8,Shunyi,2013-03-08 18:00:00
188,58.0,88.0,33.0,41.0,1300.0,90.0,8.1,1003.0,-2.6,0.0,SSE,2.7,Shunyi,2013-03-08 19:00:00
189,90.0,104.0,37.0,61.0,1600.0,90.0,6.9,1003.1,-3.7,0.0,SSE,1.7,Shunyi,2013-03-08 20:00:00
190,90.0,113.0,42.0,67.0,1700.0,90.0,6.1,1002.5,-3.8,0.0,SSW,1.7,Shunyi,2013-03-08 21:00:00
191,79.0,80.0,47.0,70.0,1600.0,90.0,5.2,1001.6,-4.4,0.0,SSW,1.7,Shunyi,2013-03-08 22:00:00
192,89.0,93.0,54.0,82.0,1800.0,90.0,3.8,999.9,-3.3,0.0,ENE,0.7,Shunyi,2013-03-08 23:00:00
193,54.0,84.0,52.0,91.0,2100.0,90.0,2.9,998.5,-3.0,0.0,WNW,1.0,Shunyi,2013-03-09 00:00:00
194,93.0,98.0,42.0,71.0,2100.0,90.0,2.5,997.5,-3.8,0.0,SW,0.6,Shunyi,2013-03-09 01:00:00
198,87.0,105.0,17.0,87.0,1800.0,90.0,2.7,994.6,-3.4,0.0,NW,1.5,Shunyi,2013-03-09 05:00:00
199,106.0,115.0,28.0,84.0,2299.0,90.0,1.8,994.7,-3.3,0.0,N,1.2,Shunyi,2013-03-09 06:00:00
200,114.0,124.0,31.0,80.0,2399.0,90.0,3.2,995.8,-3.2,0.0,N,3.3,Shunyi,2013-03-09 07:00:00
201,117.0,143.0,43.0,74.0,2600.0,90.0,6.5,996.7,-2.9,0.0,N,3.0,Shunyi,2013-03-09 08:00:00
202,127.0,168.0,81.0,67.0,2200.0,90.0,16.1,998.0,-2.9,0.0,NNW,7.8,Shunyi,2013-03-09 09:00:00
203,123.0,177.0,88.0,55.0,1800.0,90.0,16.3,1000.3,-8.8,0.0,NW,12.8,Shunyi,2013-03-09 10:00:00
204,76.0,764.0,59.0,66.0,1500.0,90.0,14.0,1003.6,-11.5,0.0,NNW,9.7,Shunyi,2013-03-09 11:00:00
227,56.0,69.0,38.0,74.0,1300.0,21.0,9.3,1024.9,-16.1,0.0,S,3.5,Shunyi,2013-03-10 10:00:00
228,26.0,37.0,27.0,58.0,900.0,32.0,9.7,1024.4,-16.6,0.0,SW,3.6,Shunyi,2013-03-10 11:00:00
229,24.0,45.0,21.0,49.0,800.0,43.0,11.1,1023.3,-16.4,0.0,SSW,3.0,Shunyi,2013-03-10 12:00:00
230,30.0,41.0,16.0,38.0,700.0,56.0,12.2,1022.2,-15.5,0.0,WSW,3.1,Shunyi,2013-03-10 13:00:00
231,21.0,26.0,16.0,33.0,600.0,64.0,12.2,1021.2,-15.5,0.0,SW,3.1,Shunyi,2013-03-10 14:00:00
232,32.0,34.0,18.0,30.0,600.0,68.0,11.6,1021.0,-15.1,0.0,SW,3.7,Shunyi,2013-03-10 15:00:00
